email_id,subject,email_body,claim_type,urgency,fraud_flag
2602,Fire accident claim,A fire incident caused severe damage to my house at Delhi. Please process the property insurance claim.,Property,High,No
2603,House damage claim due to disaster,Requesting claim settlement for property damage caused by short circuit.,Property,High,No
2604,House damage claim due to disaster,"Due to natural disaster, my insured property suffered damage. Survey report attached.",Property,Medium,No
2605,House damage claim due to disaster,A fire incident caused severe damage to my house at Delhi. Please process the property insurance claim.,Property,Medium,No
2606,Property damage insurance claim,"Due to natural disaster, my insured property suffered damage. Survey report attached.",Property,High,No
2607,Fire accident claim,Requesting claim settlement for property damage caused by short circuit.,Property,High,No
2608,House damage claim due to disaster,"Due to natural disaster, my insured property suffered damage. Survey report attached.",Property,Medium,No
2609,Property damage insurance claim,"Due to natural disaster, my insured property suffered damage. Survey report attached.",Property,Medium,No
2610,House damage claim due to disaster,A fire incident caused severe damage to my house at Delhi. Please process the property insurance claim.,Property,Medium,No
2611,House damage claim due to disaster,"Due to natural disaster, my insured property suffered damage. Survey report attached.",Property,High,No
2612,Fire accident claim,Requesting claim settlement for property damage caused by short circuit.,Property,High,No
2613,Property damage insurance claim,A fire incident caused severe damage to my house at Bangalore. Please process the property insurance claim.,Property,Medium,No
2614,House damage claim due to disaster,Requesting claim settlement for property damage caused by short circuit.,Property,Medium,No
2615,House damage claim due to disaster,Requesting claim settlement for property damage caused by short circuit.,Property,Medium,No
2616,Fire accident claim,Requesting claim settlement for property damage caused by short circuit.,Property,High,No
2617,Fire accident claim,A fire incident caused severe damage to my house at Punjab. Please process the property insurance claim.,Property,Medium,No
2618,Property damage insurance claim,Requesting claim settlement for property damage caused by short circuit.,Property,Medium,No
2619,Fire accident claim,A fire incident caused severe damage to my house at Punjab. Please process the property insurance claim.,Property,Medium,No
2620,Fire accident claim,Requesting claim settlement for property damage caused by short circuit.,Property,High,No
2621,Property damage insurance claim,"Due to natural disaster, my insured property suffered damage. Survey report attached.",Property,Medium,No
2622,House damage claim due to disaster,Requesting claim settlement for property damage caused by short circuit.,Property,Medium,No
2623,Property damage insurance claim,Requesting claim settlement for property damage caused by short circuit.,Property,Medium,No
2624,House damage claim due to disaster,Requesting claim settlement for property damage caused by short circuit.,Property,High,No
2625,House damage claim due to disaster,A fire incident caused severe damage to my house at Bangalore. Please process the property insurance claim.,Property,Medium,No
2626,Fire accident claim,"Due to natural disaster, my insured property suffered damage. Survey report attached.",Property,Medium,No
2627,House damage claim due to disaster,"Due to natural disaster, my insured property suffered damage. Survey report attached.",Property,High,No
2628,House damage claim due to disaster,A fire incident caused severe damage to my house at Punjab. Please process the property insurance claim.,Property,High,No
2629,House damage claim due to disaster,Requesting claim settlement for property damage caused by short circuit.,Property,Medium,No
2630,Property damage insurance claim,Requesting claim settlement for property damage caused by short circuit.,Property,Medium,No
2631,Property damage insurance claim,"Due to natural disaster, my insured property suffered damage. Survey report attached.",Property,Medium,No
2632,House damage claim due to disaster,A fire incident caused severe damage to my house at Bangalore. Please process the property insurance claim.,Property,High,No
2633,Property damage insurance claim,Requesting claim settlement for property damage caused by short circuit.,Property,High,No
2634,House damage claim due to disaster,"Due to natural disaster, my insured property suffered damage. Survey report attached.",Property,High,No
2635,House damage claim due to disaster,"Due to natural disaster, my insured property suffered damage. Survey report attached.",Property,High,No
2636,Property damage insurance claim,"Due to natural disaster, my insured property suffered damage. Survey report attached.",Property,High,No
2637,Fire accident claim,Requesting claim settlement for property damage caused by short circuit.,Property,Medium,No
2638,House damage claim due to disaster,A fire incident caused severe damage to my house at Delhi. Please process the property insurance claim.,Property,High,No
2639,Fire accident claim,"Due to natural disaster, my insured property suffered damage. Survey report attached.",Property,High,No
2640,Fire accident claim,"Due to natural disaster, my insured property suffered damage. Survey report attached.",Property,Medium,No
2641,House damage claim due to disaster,A fire incident caused severe damage to my house at Bangalore. Please process the property insurance claim.,Property,High,No
2642,Fire accident claim,"Due to natural disaster, my insured property suffered damage. Survey report attached.",Property,High,No
2643,House damage claim due to disaster,Requesting claim settlement for property damage caused by short circuit.,Property,Medium,No
2644,Property damage insurance claim,"Due to natural disaster, my insured property suffered damage. Survey report attached.",Property,Medium,No
2645,House damage claim due to disaster,A fire incident caused severe damage to my house at Punjab. Please process the property insurance claim.,Property,Medium,No
2646,Fire accident claim,A fire incident caused severe damage to my house at Punjab. Please process the property insurance claim.,Property,High,No
2647,Fire accident claim,Requesting claim settlement for property damage caused by short circuit.,Property,Medium,No
2648,Fire accident claim,Requesting claim settlement for property damage caused by short circuit.,Property,High,No
2649,Fire accident claim,Requesting claim settlement for property damage caused by short circuit.,Property,Medium,No
2650,Fire accident claim,"Due to natural disaster, my insured property suffered damage. Survey report attached.",Property,High,No
2651,Fire accident claim,Requesting claim settlement for property damage caused by short circuit.,Property,High,No
2652,Property damage insurance claim,A fire incident caused severe damage to my house at Mumbai. Please process the property insurance claim.,Property,Medium,No
2653,House damage claim due to disaster,A fire incident caused severe damage to my house at Delhi. Please process the property insurance claim.,Property,High,No
2654,House damage claim due to disaster,A fire incident caused severe damage to my house at Delhi. Please process the property insurance claim.,Property,High,No
2655,Fire accident claim,"Due to natural disaster, my insured property suffered damage. Survey report attached.",Property,Medium,No
2656,House damage claim due to disaster,Requesting claim settlement for property damage caused by short circuit.,Property,Medium,No
2657,House damage claim due to disaster,Requesting claim settlement for property damage caused by short circuit.,Property,High,No
2658,Fire accident claim,Requesting claim settlement for property damage caused by short circuit.,Property,Medium,No
2659,House damage claim due to disaster,"Due to natural disaster, my insured property suffered damage. Survey report attached.",Property,High,No
2660,Fire accident claim,"Due to natural disaster, my insured property suffered damage. Survey report attached.",Property,High,No
2661,House damage claim due to disaster,Requesting claim settlement for property damage caused by short circuit.,Property,High,No
2662,Property damage insurance claim,Requesting claim settlement for property damage caused by short circuit.,Property,High,No
2663,Fire accident claim,Requesting claim settlement for property damage caused by short circuit.,Property,Medium,No
2664,Fire accident claim,"Due to natural disaster, my insured property suffered damage. Survey report attached.",Property,Medium,No
2665,Property damage insurance claim,Requesting claim settlement for property damage caused by short circuit.,Property,High,No
2666,House damage claim due to disaster,"Due to natural disaster, my insured property suffered damage. Survey report attached.",Property,Medium,No
2667,Fire accident claim,"Due to natural disaster, my insured property suffered damage. Survey report attached.",Property,Medium,No
2668,Property damage insurance claim,Requesting claim settlement for property damage caused by short circuit.,Property,Medium,No
2669,Fire accident claim,Requesting claim settlement for property damage caused by short circuit.,Property,High,No
2670,House damage claim due to disaster,A fire incident caused severe damage to my house at Punjab. Please process the property insurance claim.,Property,High,No
2671,Fire accident claim,Requesting claim settlement for property damage caused by short circuit.,Property,High,No
2672,Property damage insurance claim,"Due to natural disaster, my insured property suffered damage. Survey report attached.",Property,Medium,No
2673,Property damage insurance claim,A fire incident caused severe damage to my house at Bangalore. Please process the property insurance claim.,Property,Medium,No
2674,Property damage insurance claim,Requesting claim settlement for property damage caused by short circuit.,Property,Medium,No
2675,House damage claim due to disaster,"Due to natural disaster, my insured property suffered damage. Survey report attached.",Property,Medium,No
2676,Fire accident claim,A fire incident caused severe damage to my house at Punjab. Please process the property insurance claim.,Property,High,No
2677,Fire accident claim,"Due to natural disaster, my insured property suffered damage. Survey report attached.",Property,Medium,No
2678,Fire accident claim,Requesting claim settlement for property damage caused by short circuit.,Property,Medium,No
2679,Property damage insurance claim,A fire incident caused severe damage to my house at Punjab. Please process the property insurance claim.,Property,High,No
2680,Property damage insurance claim,"Due to natural disaster, my insured property suffered damage. Survey report attached.",Property,High,No
2681,Property damage insurance claim,"Due to natural disaster, my insured property suffered damage. Survey report attached.",Property,High,No
2682,Property damage insurance claim,A fire incident caused severe damage to my house at Mumbai. Please process the property insurance claim.,Property,Medium,No
2683,House damage claim due to disaster,Requesting claim settlement for property damage caused by short circuit.,Property,High,No
2684,Fire accident claim,Requesting claim settlement for property damage caused by short circuit.,Property,Medium,No
2685,Fire accident claim,Requesting claim settlement for property damage caused by short circuit.,Property,High,No
2686,Property damage insurance claim,Requesting claim settlement for property damage caused by short circuit.,Property,High,No
2687,Property damage insurance claim,"Due to natural disaster, my insured property suffered damage. Survey report attached.",Property,Medium,No
2688,Property damage insurance claim,"Due to natural disaster, my insured property suffered damage. Survey report attached.",Property,High,No
2689,Property damage insurance claim,A fire incident caused severe damage to my house at Bangalore. Please process the property insurance claim.,Property,High,No
2690,Property damage insurance claim,"Due to natural disaster, my insured property suffered damage. Survey report attached.",Property,High,No
2691,Property damage insurance claim,Requesting claim settlement for property damage caused by short circuit.,Property,Medium,No
2692,Property damage insurance claim,A fire incident caused severe damage to my house at Delhi. Please process the property insurance claim.,Property,High,No
2693,Fire accident claim,A fire incident caused severe damage to my house at Delhi. Please process the property insurance claim.,Property,High,No
2694,Property damage insurance claim,Requesting claim settlement for property damage caused by short circuit.,Property,High,No
2695,Property damage insurance claim,Requesting claim settlement for property damage caused by short circuit.,Property,Medium,No
2696,Property damage insurance claim,A fire incident caused severe damage to my house at Delhi. Please process the property insurance claim.,Property,Medium,No
2697,Property damage insurance claim,Requesting claim settlement for property damage caused by short circuit.,Property,High,No
2698,Property damage insurance claim,"Due to natural disaster, my insured property suffered damage. Survey report attached.",Property,Medium,No
2699,Property damage insurance claim,Requesting claim settlement for property damage caused by short circuit.,Property,High,No
2700,Property damage insurance claim,"Due to natural disaster, my insured property suffered damage. Survey report attached.",Property,High,No
2701,Claim settlement for life policy,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2702,Life insurance death claim,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2703,Claim settlement for life policy,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2704,Life insurance death claim,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2705,Life insurance death claim,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2706,Policy maturity claim request,Please process the maturity claim for the life insurance policy.,Life,High,No
2707,Policy maturity claim request,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2708,Life insurance death claim,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2709,Claim settlement for life policy,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2710,Life insurance death claim,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2711,Policy maturity claim request,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2712,Policy maturity claim request,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2713,Claim settlement for life policy,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2714,Life insurance death claim,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2715,Policy maturity claim request,Please process the maturity claim for the life insurance policy.,Life,High,No
2716,Policy maturity claim request,Please process the maturity claim for the life insurance policy.,Life,High,No
2717,Life insurance death claim,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2718,Life insurance death claim,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2719,Life insurance death claim,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2720,Policy maturity claim request,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2721,Claim settlement for life policy,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2722,Life insurance death claim,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2723,Life insurance death claim,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2724,Life insurance death claim,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2725,Policy maturity claim request,Please process the maturity claim for the life insurance policy.,Life,High,No
2726,Policy maturity claim request,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2727,Life insurance death claim,Please process the maturity claim for the life insurance policy.,Life,High,No
2728,Claim settlement for life policy,Please process the maturity claim for the life insurance policy.,Life,High,No
2729,Policy maturity claim request,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2730,Policy maturity claim request,Please process the maturity claim for the life insurance policy.,Life,High,No
2731,Claim settlement for life policy,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2732,Policy maturity claim request,Please process the maturity claim for the life insurance policy.,Life,High,No
2733,Claim settlement for life policy,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2734,Claim settlement for life policy,Please process the maturity claim for the life insurance policy.,Life,High,No
2735,Claim settlement for life policy,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2736,Claim settlement for life policy,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2737,Life insurance death claim,Please process the maturity claim for the life insurance policy.,Life,High,No
2738,Policy maturity claim request,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2739,Policy maturity claim request,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2740,Life insurance death claim,Please process the maturity claim for the life insurance policy.,Life,High,No
2741,Policy maturity claim request,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2742,Life insurance death claim,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2743,Claim settlement for life policy,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2744,Life insurance death claim,Please process the maturity claim for the life insurance policy.,Life,High,No
2745,Claim settlement for life policy,Please process the maturity claim for the life insurance policy.,Life,High,No
2746,Life insurance death claim,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2747,Policy maturity claim request,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2748,Policy maturity claim request,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2749,Claim settlement for life policy,Please process the maturity claim for the life insurance policy.,Life,High,No
2750,Life insurance death claim,Please process the maturity claim for the life insurance policy.,Life,High,No
2751,Policy maturity claim request,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2752,Claim settlement for life policy,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2753,Life insurance death claim,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2754,Claim settlement for life policy,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2755,Life insurance death claim,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2756,Claim settlement for life policy,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2757,Claim settlement for life policy,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2758,Policy maturity claim request,Please process the maturity claim for the life insurance policy.,Life,High,No
2759,Policy maturity claim request,Please process the maturity claim for the life insurance policy.,Life,High,No
2760,Life insurance death claim,Please process the maturity claim for the life insurance policy.,Life,High,No
2761,Claim settlement for life policy,Please process the maturity claim for the life insurance policy.,Life,High,No
2762,Claim settlement for life policy,Please process the maturity claim for the life insurance policy.,Life,High,No
2763,Life insurance death claim,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2764,Policy maturity claim request,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2765,Policy maturity claim request,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2766,Policy maturity claim request,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2767,Life insurance death claim,Please process the maturity claim for the life insurance policy.,Life,High,No
2768,Claim settlement for life policy,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2769,Policy maturity claim request,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2770,Claim settlement for life policy,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2771,Life insurance death claim,Please process the maturity claim for the life insurance policy.,Life,High,No
2772,Life insurance death claim,Please process the maturity claim for the life insurance policy.,Life,High,No
2773,Life insurance death claim,Please process the maturity claim for the life insurance policy.,Life,High,No
2774,Life insurance death claim,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2775,Claim settlement for life policy,Please process the maturity claim for the life insurance policy.,Life,High,No
2776,Life insurance death claim,Please process the maturity claim for the life insurance policy.,Life,High,No
2777,Claim settlement for life policy,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2778,Policy maturity claim request,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2779,Policy maturity claim request,Please process the maturity claim for the life insurance policy.,Life,High,No
2780,Policy maturity claim request,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2781,Claim settlement for life policy,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2782,Claim settlement for life policy,Please process the maturity claim for the life insurance policy.,Life,High,No
2783,Claim settlement for life policy,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2784,Life insurance death claim,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2785,Policy maturity claim request,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2786,Life insurance death claim,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2787,Life insurance death claim,Please process the maturity claim for the life insurance policy.,Life,High,No
2788,Policy maturity claim request,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2789,Life insurance death claim,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2790,Life insurance death claim,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2791,Policy maturity claim request,Please process the maturity claim for the life insurance policy.,Life,High,No
2792,Life insurance death claim,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2793,Policy maturity claim request,Please process the maturity claim for the life insurance policy.,Life,High,No
2794,Policy maturity claim request,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2795,Policy maturity claim request,Please process the maturity claim for the life insurance policy.,Life,High,No
2796,Policy maturity claim request,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2797,Claim settlement for life policy,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2798,Life insurance death claim,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2799,Policy maturity claim request,Please process the maturity claim for the life insurance policy.,Life,High,No
2800,Policy maturity claim request,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2801,Life insurance death claim,Please process the maturity claim for the life insurance policy.,Life,High,No
2802,Claim settlement for life policy,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2803,Policy maturity claim request,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2804,Life insurance death claim,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2805,Policy maturity claim request,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2806,Life insurance death claim,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2807,Life insurance death claim,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2808,Claim settlement for life policy,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2809,Policy maturity claim request,Please process the maturity claim for the life insurance policy.,Life,High,No
2810,Claim settlement for life policy,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2811,Life insurance death claim,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2812,Claim settlement for life policy,Please process the maturity claim for the life insurance policy.,Life,High,No
2813,Life insurance death claim,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2814,Policy maturity claim request,Please process the maturity claim for the life insurance policy.,Life,High,No
2815,Policy maturity claim request,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2816,Life insurance death claim,Please process the maturity claim for the life insurance policy.,Life,High,No
2817,Claim settlement for life policy,Please process the maturity claim for the life insurance policy.,Life,High,No
2818,Life insurance death claim,Please process the maturity claim for the life insurance policy.,Life,High,No
2819,Policy maturity claim request,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2820,Life insurance death claim,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2821,Claim settlement for life policy,Please process the maturity claim for the life insurance policy.,Life,High,No
2822,Policy maturity claim request,Please process the maturity claim for the life insurance policy.,Life,High,No
2823,Life insurance death claim,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2824,Policy maturity claim request,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2825,Claim settlement for life policy,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2826,Claim settlement for life policy,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2827,Claim settlement for life policy,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2828,Policy maturity claim request,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2829,Life insurance death claim,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2830,Life insurance death claim,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2831,Claim settlement for life policy,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2832,Life insurance death claim,Please process the maturity claim for the life insurance policy.,Life,High,No
2833,Claim settlement for life policy,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2834,Life insurance death claim,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2835,Life insurance death claim,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2836,Life insurance death claim,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2837,Claim settlement for life policy,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2838,Policy maturity claim request,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2839,Claim settlement for life policy,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2840,Life insurance death claim,Please process the maturity claim for the life insurance policy.,Life,High,No
2841,Life insurance death claim,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2842,Life insurance death claim,Please process the maturity claim for the life insurance policy.,Life,High,No
2843,Life insurance death claim,Please process the maturity claim for the life insurance policy.,Life,High,No
2844,Policy maturity claim request,Please process the maturity claim for the life insurance policy.,Life,High,No
2845,Policy maturity claim request,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2846,Claim settlement for life policy,Please process the maturity claim for the life insurance policy.,Life,High,No
2847,Life insurance death claim,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2848,Policy maturity claim request,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2849,Claim settlement for life policy,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2850,Life insurance death claim,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2851,Policy maturity claim request,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2852,Claim settlement for life policy,Please process the maturity claim for the life insurance policy.,Life,High,No
2853,Policy maturity claim request,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2854,Life insurance death claim,Please process the maturity claim for the life insurance policy.,Life,High,No
2855,Life insurance death claim,Please process the maturity claim for the life insurance policy.,Life,High,No
2856,Life insurance death claim,Please process the maturity claim for the life insurance policy.,Life,High,No
2857,Policy maturity claim request,Please process the maturity claim for the life insurance policy.,Life,High,No
2858,Policy maturity claim request,Please process the maturity claim for the life insurance policy.,Life,High,No
2859,Policy maturity claim request,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2860,Life insurance death claim,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2861,Policy maturity claim request,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2862,Claim settlement for life policy,Please process the maturity claim for the life insurance policy.,Life,High,No
2863,Policy maturity claim request,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2864,Policy maturity claim request,Please process the maturity claim for the life insurance policy.,Life,High,No
2865,Life insurance death claim,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2866,Life insurance death claim,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2867,Claim settlement for life policy,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2868,Policy maturity claim request,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2869,Life insurance death claim,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2870,Life insurance death claim,Please process the maturity claim for the life insurance policy.,Life,High,No
2871,Life insurance death claim,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2872,Life insurance death claim,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2873,Claim settlement for life policy,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2874,Life insurance death claim,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2875,Claim settlement for life policy,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2876,Claim settlement for life policy,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2877,Policy maturity claim request,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2878,Claim settlement for life policy,Please process the maturity claim for the life insurance policy.,Life,High,No
2879,Claim settlement for life policy,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2880,Claim settlement for life policy,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2881,Life insurance death claim,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2882,Policy maturity claim request,Please process the maturity claim for the life insurance policy.,Life,High,No
2883,Policy maturity claim request,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2884,Life insurance death claim,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2885,Policy maturity claim request,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2886,Policy maturity claim request,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2887,Policy maturity claim request,Please process the maturity claim for the life insurance policy.,Life,High,No
2888,Policy maturity claim request,Please process the maturity claim for the life insurance policy.,Life,High,No
2889,Policy maturity claim request,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2890,Policy maturity claim request,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2891,Life insurance death claim,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2892,Life insurance death claim,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2893,Claim settlement for life policy,Please process the maturity claim for the life insurance policy.,Life,High,No
2894,Claim settlement for life policy,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2895,Claim settlement for life policy,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2896,Policy maturity claim request,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2897,Claim settlement for life policy,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2898,Claim settlement for life policy,I regret to inform you about the demise of the policyholder. Kindly initiate life insurance claim settlement.,Life,High,No
2899,Policy maturity claim request,Please process the maturity claim for the life insurance policy.,Life,High,No
2900,Life insurance death claim,Please process the maturity claim for the life insurance policy.,Life,High,No
2901,Life insurance death claim,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2902,Claim settlement for life policy,Submitting death certificate and policy documents for life insurance claim.,Life,High,No
2903,Life insurance death claim,Please process the maturity claim for the life insurance policy.,Life,High,No
